Topic Volume,Volume1,Volume2,Problem,Problem link
Data Structures and Libraries,Data Structures with Our-Own Libraries,Graph Data Structures Problems,10928 - My Dear Neighbours,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=635&page=show_problem&problem=1869
Data Structures and Libraries,Data Structures with Our-Own Libraries,Graph Data Structures Problems,599 - The Forrest for the Trees,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=635&page=show_problem&problem=540
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,297 - Quadtrees,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=233
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,11235 - Frequent values,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=2176
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,11297 - Census,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=2272
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,12532 - Interval Product,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=3977
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,11350 - Stern-Brocot Tree,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=2325
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,12086 - Potentiometers,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=3238
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,1232 - SKYLINE,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=3673
Data Structures and Libraries,Data Structures with Our-Own Libraries,Tree-related Data Structures,"11402 - Ahoy, Pirates!",https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=637&page=show_problem&problem=2397
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,11690 - Money Matters,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=2737
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,10583 - Ubiquitous Religions,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=1524
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,793 - Network Connections,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=734
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,10685 - Nature,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=1626
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,1197 - The Suspects,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=3638
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,11503 - Virtual Friends,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=2498
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,10158 - War,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=1099
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,10507 - Waking up brain,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=1448
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,10608 - Friends,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=1549
Data Structures and Libraries,Data Structures with Our-Own Libraries,Union-Find Disjoint Sets,10227 - Forests,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=636&page=show_problem&problem=1168
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),11205 - The broken pedometer,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=2146
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),11412 - Dig the Holes,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=2407
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),12406 - Help Dexter,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=3837
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),11553 - Grid Game,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=2548
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),435 - Block Voting,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=376
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),12346 - Water Gate Management,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=3768
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),12455 - Bars,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=3886
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),1064 - Network,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=3505
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),234 - Switching Channels,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=170
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),140 - Bandwidth,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=76
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),639 - Don't Get Rooked,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=580
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),12348 - Fun Coloring,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=3770
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),11742 - Social Constraints,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=2842
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),1047 - Zones,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=3488
Problem Solving Paradigms,Complete Search,Iterative (Fancy Techniques),12249 - Overlapping Scenes,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=644&page=show_problem&problem=3401
Problem Solving Paradigms,Complete Search,"Iterative (One Loop, Linear Scan)",1237 - Expert Enough?,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=640&page=show_problem&problem=3678
Problem Solving Paradigms,Complete Search,"Iterative (One Loop, Linear Scan)",256 - Quirksome Squares,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=640&page=show_problem&problem=192
Problem Solving Paradigms,Complete Search,"Iterative (One Loop, Linear Scan)",11001 - Necklace,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=640&page=show_problem&problem=1942
Problem Solving Paradigms,Complete Search,"Iterative (One Loop, Linear Scan)",927 - Integer Sequences from Addition of Terms,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=640&page=show_problem&problem=868
Problem Solving Paradigms,Complete Search,"Iterative (One Loop, Linear Scan)",11078 - Open Credit System,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=640&page=show_problem&problem=2019
Problem Solving Paradigms,Complete Search,"Iterative (One Loop, Linear Scan)",10976 - Fractions Again?!,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=640&page=show_problem&problem=1917
Problem Solving Paradigms,Complete Search,"Iterative (One Loop, Linear Scan)",102 - Ecological Bin Packing,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=640&page=show_problem&problem=38
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",10908 - Largest Square,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=1849
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",10502 - Counting Rectangles,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=1443
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",441 - Lotto,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=382
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",11975 - Tele-loto,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=3126
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",735 - Dart-a-Mania,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=676
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",12498 - Ant's Shopping Mall,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=3942
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",188 - Perfect Hash,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=124
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",10102 - The path in the colored field,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=1043
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",154 - Recycling,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=90
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",10662 - The Wedding,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=1603
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",703 - Triple Ties: The Organizer's Nightmare,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=644
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",11059 - Maximum Product,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=2000
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",12515 - Movie Police,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=3960
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Easier)",626 - Ecosystem,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=642&page=show_problem&problem=567
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",11804 - Argentina,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=2904
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",11342 - Three-square,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=2317
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",11236 - Grocery store,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=2177
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",296 - Safebreaker,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=232
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",10360 - Rat Attack,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=1301
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",11959 - Dice,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=3110
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",10177 - (2/3/4)-D Sqr/Rects/Cubes/Boxes?,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=1118
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",10365 - Blocks,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=1306
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",11565 - Simple Equations,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=2612
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",11108 - Tautology,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=2049
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",253 - Cube painting,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=189
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",10973 - Triangle Counting,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=1914
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",10483 - The Sum Equals the Product,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=1424
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",386 - Perfect Cubes,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=322
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",11548 - Blackboard Bonanza,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=2543
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",10125 - Sumsets,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=1066
Problem Solving Paradigms,Complete Search,"Iterative (Three or More Nested Loops, Harder)",10660 - Citizen attention offices,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=643&page=show_problem&problem=1601
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),10730 - Antiarithmetic?,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=1671
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),11242 - Tour de France,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=2183
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),12488 - Start Grid,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=3932
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),105 - The Skyline Problem,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=41
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),471 - Magic Numbers,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=412
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),725 - Division,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=666
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),1260 - Sales,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=3701
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),10041 - Vito's Family,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=982
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),10487 - Closest Sums,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=1428
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),347 - Run,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=283
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),12583 - Memory Overflow,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=4028
Problem Solving Paradigms,Complete Search,Iterative (Two Nested Loops),617 - Nonstop Travel,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=641&page=show_problem&problem=558
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),539 - The Settlers of Catan,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=480
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),750 - 8 Queens Chess Problem,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=691
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),167 - The Sultan's Successors,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=103
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),628 - Passwords,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=569
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),10276 - Hanoi Tower Troubles Again!,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=1217
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),729 - The Hamming Distance Problem,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=670
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),624 - CD,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=565
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),"677 - All Walks of length ""n"" from the first node",https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=618
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),10452 - Marcus,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=1393
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),10344 - 23 out of 5,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=1285
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),11085 - Back to the 8-Queens,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=2026
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),10576 - Y2K Accounting Bug,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=1517
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Easy),380 - Call Forwarding,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=645&page=show_problem&problem=316
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),10094 - Place the Guards,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=1035
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),208 - Firetruck,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=144
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),193 - Graph Coloring,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=129
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),10582 - ASCII Labyrinth,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=1523
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),861 - Little Bishops,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=802
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),565 - Pizza Anyone?,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=506
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),416 - LED Test,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=357
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),10128 - Queue,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=1069
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),868 - Numerical Maze,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=809
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),1262 - Password,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=3703
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),11090 - Going in Cycle!!,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=2031
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),165 - Stamps,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=101
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),433 - Bank (Not Quite O.C.R.),https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=374
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Harder),129 - Krypton Factor,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=647&page=show_problem&problem=65
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),331 - Mapping the Swaps,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=267
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),10460 - Find the Permuted String,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=1401
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),524 - Prime Ring Problem,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=465
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),10506 - The Ouroboros problem,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=1447
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),11961 - DNA,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=3112
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),10063 - Knuth's Permutation,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=1004
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),10950 - Bad Code,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=1891
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),775 - Hamiltonian Cycle,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=716
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),571 - Jugs,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=512
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),10001 - Garden of Eden,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=942
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),598 - Bundling Newspapers,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=539
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),487 - Boggle Blitz,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=428
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),301 - Transportation,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=237
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),10503 - The dominoes solitaire,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=1444
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),222 - Budget Travel,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=158
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),10475 - Help the Leaders,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=1416
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),574 - Sum It Up,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=515
Problem Solving Paradigms,Complete Search,Recursive Backtracking (Medium),11201 - The problem of the crazy linguist,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=646&page=show_problem&problem=2142
Problem Solving Paradigms,Dynamic Programming ,0-1 Knapsack (Subset Sum),562 - Dividing coins,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=503
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),10616 - Divisible Group Sums,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=1557
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),11003 - Boxes,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=1944
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),10664 - Luggage,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=1605
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),10819 - Trouble of 13-Dots,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=1760
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),11566 - Let's Yum Cha!,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=2613
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),10261 - Ferry Loading,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=1202
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),11658 - Best Coalitions,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=2705
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),1213 - Sum of Different Primes,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=3654
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),990 - Diving for Gold,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=931
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),10130 - SuperSale,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=1071
Problem Solving Paradigms,Dynamic Programming,0-1 Knapsack (Subset Sum),11341 - Term Strategy,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=652&page=show_problem&problem=2316
Problem Solving Paradigms,Dynamic Programming,Coin Change (CC),357 - Let Me Count The Ways,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=653&page=show_problem&problem=293
Problem Solving Paradigms,Dynamic Programming,Coin Change (CC),166 - Making Change,https://onlinejudge.org/index.php?option=com_onlinejudge&Itemid=8&category=653&page=show_problem&problem=102
